id,attraction_name,attraction_url,rating,review_count,rating_details,category,description,city,languages_count,images_folder,images_path,images_count,images_list,status
3531,Day Trip Marrakech To Agafay Desert,/Attraction_Review-g293734-d28879452-Reviews-Day_Trip_Marrakech_To_Agafay_Desert-Marrakech_Marrakech_Safi.html,5.0,0,[],"4WD, ATV","4WD, ATV & Off-Road Tours Private Tours",Marrakech,0,attractions_images/day-trip-marrakech-to-agafay-desert/,[],0,[],NO_MATCH
3532,Sabir Pottry,/Attraction_Review-g293734-d29014937-Reviews-Sabir_Pottry-Marrakech_Marrakech_Safi.html,5.0,0,[],Speciality &,Speciality & Gift Shops,Marrakech,0,attractions_images/sabir-pottry/,[],0,[],NO_MATCH
3533,Quadino Agafay,/Attraction_Review-g293734-d28985926-Reviews-Quadino_Agafay-Marrakech_Marrakech_Safi.html,5.0,0,[],"4WD, ATV","4WD, ATV & Off-Road Tours Adrenaline & Extreme Tours",Marrakech,0,attractions_images/quadino-agafay/,[],0,[],NO_MATCH
3534,Mazal Travel,/Attraction_Review-g293734-d28815953-Reviews-Mazal_Travel-Marrakech_Marrakech_Safi.html,5.0,0,[],Multi-day Tours,Multi-day Tours Balloon Rides,Marrakech,0,attractions_images/mazal-travel/,[],0,[],NO_MATCH
3535,Ideal Tour Morocco,/Attraction_Review-g293734-d30525899-Reviews-Ideal_Tour_Morocco-Marrakech_Marrakech_Safi.html,5.0,0,[],City Tours,City Tours Multi-day Tours,Marrakech,0,attractions_images/ideal-tour-morocco/,[],0,[],NO_MATCH
3536,Morocco essaouira horse,/Attraction_Review-g298349-d29748128-Reviews-Morocco_essaouira_horse-Essaouira_Marrakech_Safi.html,5.0,0,[],Horseback Riding,Horseback Riding Tours,Essaouira,0,attractions_images/morocco-essaouira-horse/,[],0,[],NO_MATCH
3537,Your Days Excursions - Travels & Dinning,/Attraction_Review-g293734-d31348977-Reviews-Your_Days_Excursions_Travels_Dinning-Marrakech_Marrakech_Safi.html,5.0,0,[],Day Trips,Day Trips,Marrakech,0,attractions_images/your-days-excursions-travels-dinning/,[],0,[],NO_MATCH
3538,Atlasoffroaders,/Attraction_Review-g15276171-d31399970-Reviews-Atlasoffroaders-Agafay_Marrakech_Safi.html,5.0,0,[],"4WD, ATV","4WD, ATV & Off-Road Tours Adrenaline & Extreme Tours",Agafay,0,attractions_images/atlasoffroaders/,[],0,[],NO_MATCH
3539,Dar Sultan Palace,/Attraction_Review-g15277920-d31717652-Reviews-Dar_Sultan_Palace-Diabat_Essaouira_Marrakech_Safi.html,5.0,0,[],Historic Walking,Historic Walking Areas Castles,Marrakech,0,attractions_images/dar-sultan-palace/,[],0,[],NO_MATCH
3540,Expo Des Hommes Bleus,/Attraction_Review-g293734-d31720418-Reviews-Expo_Des_Hommes_Bleus-Marrakech_Marrakech_Safi.html,5.0,0,[],Art Galleries,Art Galleries Antique Shops,Marrakech,0,attractions_images/expo-des-hommes-bleus/,[],0,[],NO_MATCH
3541,Hurry to morocco,/Attraction_Review-g293734-d29507771-Reviews-Hurry_to_morocco-Marrakech_Marrakech_Safi.html,5.0,0,[],Paint &,Paint & Pottery Studios Cultural Tours,Marrakech,0,attractions_images/hurry-to-morocco/,[],0,[],NO_MATCH
3542,THE REAL AGAFAY,/Attraction_Review-g293734-d32593938-Reviews-THE_REAL_AGAFAY-Marrakech_Marrakech_Safi.html,5.0,0,[],Adrenaline &,Adrenaline & Extreme Tours,Marrakech,0,attractions_images/the-real-agafay/,[],0,[],NO_MATCH
3543,Golden Gate Morocco,/Attraction_Review-g293734-d32706626-Reviews-Golden_Gate_Morocco-Marrakech_Marrakech_Safi.html,5.0,0,[],"4WD, ATV","4WD, ATV & Off-Road Tours Helicopter Tours",Marrakech,0,attractions_images/golden-gate-morocco/,[],0,[],NO_MATCH
3544,EXPLORE MARRAKECH TOURS OR IN MROCCON,/Attraction_Review-g293734-d30999751-Reviews-EXPLORE_MARRAKECH_TOURS_OR_IN_MROCCON-Marrakech_Marrakech_Safi.html,5.0,0,[],Taxis &,Taxis & Shuttles Private Tours,Marrakech,0,attractions_images/explore-marrakech-tours-or-in-mroccon/,[],0,[],NO_MATCH
3545,Coopérative Chooalat Fawanis,/Attraction_Review-g293734-d32710580-Reviews-Cooperative_Chooalat_Fawanis-Marrakech_Marrakech_Safi.html,5.0,0,[],Art Galleries,Art Galleries Art Museums,Marrakech,0,attractions_images/coopérative-chooalat-fawanis/,[],0,[],NO_MATCH
3546,Marrakech-destination,/Attraction_Review-g293734-d30574667-Reviews-Marrakech_destination-Marrakech_Marrakech_Safi.html,5.0,0,[],Multi-day Tours,Multi-day Tours Private Tours,Marrakech,0,attractions_images/marrakech-destination/,[],0,[],NO_MATCH
3547,Ateliers Creamycase,/Attraction_Review-g293734-d32681377-Reviews-Ateliers_Creamycase-Marrakech_Marrakech_Safi.html,5.0,0,[],Lessons &,Lessons & Workshops,Marrakech,0,attractions_images/ateliers-creamycase/,[],0,[],NO_MATCH
3548,Best Excursion Marrakech,/Attraction_Review-g293734-d30784852-Reviews-Best_Excursion_Marrakech-Marrakech_Marrakech_Safi.html,5.0,0,[],"4WD, ATV","4WD, ATV & Off-Road Tours Balloon Rides",Marrakech,0,attractions_images/best-excursion-marrakech/,[],0,[],NO_MATCH
3549,Marrakech To Ourika Valley,/Attraction_Review-g293734-d32702235-Reviews-Marrakech_To_Ourika_Valley-Marrakech_Marrakech_Safi.html,4.5,0,[],Arab Baths,Arab Baths,Marrakech,0,attractions_images/marrakech-to-ourika-valley/,[],0,[],NO_MATCH
3550,Dar El Bacha Spa ( Massage À Domicile),/Attraction_Review-g293734-d32807921-Reviews-Dar_El_Bacha_Spa_Massage_A_Domicile-Marrakech_Marrakech_Safi.html,4.5,0,[],Spas,Spas,Marrakech,0,attractions_images/dar-el-bacha-spa-massage-à-domicile/,[],0,[],NO_MATCH
